1942954,573516
1895163,245383
1351711,1141088
1530655,810049
1704930,925709
1772615,895403
1718240,730885
1952223,539742
1622121,1060107
1762224,950693
2004891,312864
1691503,1066231
1988456,133962
1694123,1110700
1969590,513076
1644613,1097500
2003821,301219
1645982,659926
1844542,422024
1779525,893112
1680181,722305
1902477,126821
1843183,422487
1912307,403121
1895912,129693
1670384,1051427
1942497,568033
1730231,233664
1980172,489169
1788139,557566
1799819,917231
1799685,917327
1794494,913039
1841975,735882
1609529,714873
1605642,714153
1675178,1026927
1607448,716861
1730047,583480
1924089,385248
1831619,609710
1915332,598879
1846854,284750
1678352,962189
1838661,154489
1753105,440144
1445115,1226701
1872129,450222
1445149,1225441
1446789,1224825
1447216,1226000
1444891,1228090
1446142,1222782
1446648,1226889
1445804,1224600
1445829,1227040
1443772,1221808
1444914,1223823
1446424,1221915
1445214,1227968
1446464,1223632
1701145,505002
1446582,1224362
1644863,1060105
1446456,1219997
1722552,699072
1598122,1196795
1935118,579517
1949073,538398
1723142,698198
1918417,531947
1914489,532319
1838274,521631
1447424,1223047
1446859,1220048
1667029,258448
1804764,805656
1959318,117156
1702480,415155
1857297,537084
1690666,566433
1969913,368435
1799552,443873
1728730,590321
1724764,588738
1727633,588546
1972196,210675
1413361,1197809
1702467,487802
1611502,1013343
1801881,461858
1852338,307637
1739984,621770
1920276,140274
1720290,715645
1622770,725303
1644572,937590
1659333,990032
1659885,992189
1659498,989552
1659584,988932
1692469,614965
1923921,591128
1956214,439357
1939701,414700
1742137,987934
1685458,951183
1743085,985207
1869817,991111
1800980,358304
1938996,134332
1984842,397952
1908415,442024
1890308,164656
1821923,622953
1910299,467217
1687934,745535
1689451,746613
1670108,1026557
1931752,522968
1893715,164865
1809949,576615
1701133,364804
1695083,358027
1778889,437641
1769007,441642
2008019,380613
1910744,435047
1687282,1052672
1767452,680133
1684396,1059829
1845736,538805
1652295,1082107
1900554,637408
1648154,1078071
1601840,1062179
1596602,1197453
1670500,1025901
1759269,719432
1640464,659828
1845680,553981
1686011,1049915
1927783,372424
1931370,580904
1585559,726841
1813329,572761
1868604,805646
1868358,804461
1686972,874233
1586489,992856
1729917,200818
1731004,200885
1724225,184627
1725269,185574
1951232,417392
1951308,417209
1950307,420439
1950507,417826
1739909,666105
