2675,2215
2980,2215
3155,2110
2770,2085
2990,1995
2680,1905
2835,1825
3040,1785
2725,1670
2905,1600
2715,1485
2820,1395
3035,1385
2725,1195
2945,1205
3155,1220
3304,1065
2995,985
2800,975
2715,785
2915,810
3195,860
3470,855
3479,1225
3629,1525
3660,1320
3870,1425
4029,1550
4225,1425
4070,1280
3860,1210
3610,1050
3835,1040
3765,840
4015,855
4079,1065
4290,1125
4195,850
4245,1745
4025,1845
4255,1945
4095,2065
4225,2215
3885,2240
3840,2000
3525,2020
3325,2100
3415,2235
3554,2250
3654,2140
3335,1960
3285,1955
3240,1914
3245,1870
3279,1889
3320,1920
3370,1905
3340,1875
3304,1850
3279,1820
3400,1870
3385,1825
3335,1814
3279,1770
3315,1755
3375,1775
3415,1785
3435,1835
3495,1850
3475,1805
3515,1805
3565,1814
3545,1870
3604,1875
3625,1820
3660,1870
3710,1850
3675,1810
3765,1830
3715,1785
3765,1775
3804,1810
3845,1770
3879,1730
3820,1725
3860,1680
3825,1635
3790,1685
3750,1730
3765,1639
3715,1670
3700,1714
3660,1739
3615,1755
3575,1764
3660,1689
3604,1695
3545,1700
3529,1755
3490,1700
3475,1745
3429,1735
3429,1680
3390,1720
3335,1705
3285,1695
3354,1660
3400,1639
3245,1720
3210,1685
3170,1664
3120,1635
3095,1575
3115,1535
3145,1510
3175,1470
3215,1435
3265,1415
3315,1405
3379,1390
3435,1420
3429,1485
3404,1535
3390,1595
3335,1605
3300,1650
3245,1660
3195,1625
3150,1585
3175,1540
3215,1580
3254,1610
3290,1570
3254,1540
3204,1520
3250,1480
3300,1525
3350,1560
3360,1505
3290,1470
3329,1450
3379,1450
919,2235
1090,2235
1245,2230
1395,2205
1465,2030
1315,2080
1160,2095
1025,2125
919,2080
805,2155
715,1989
855,2000
850,1920
735,1830
825,1664
894,1800
960,1885
965,1975
1019,2025
1090,2030
1215,2000
1125,1975
1080,1960
1040,1955
1065,1935
1030,1914
1095,1910
1060,1885
1005,1810
1035,1689
1005,1590
1115,1810
1210,1875
1320,1920
1150,1710
1265,1764
1445,1835
1390,1670
1260,1580
1595,2075
1695,2160
1789,2195
1900,2270
2045,2275
1910,2170
2039,2140
2195,2190
1864,2070
1775,2055
1705,1985
1575,1945
1575,1825
1635,1689
1720,1590
1789,1700
1730,1775
1700,1889
1780,1864
1785,1950
1850,1989
1910,1995
1955,2055
2010,1989
1955,1930
1895,1930
1855,1920
1845,1885
1885,1889
1920,1880
1875,1855
1830,1810
1910,1780
1900,1675
1875,1550
1964,1820
2010,1895
2125,2039
2145,1900
2090,1789
2025,1720
2010,1540
2140,1595
2220,1714
1140,1255
1205,1275
1270,1300
1335,1305
1420,1295
1505,1295
1560,1295
1610,1310
1595,1260
1540,1245
1465,1240
1385,1240
1315,1220
1265,1240
1190,1210
1200,1150
1265,1165
1340,1165
1410,1170
1460,1180
1520,1195
1505,1155
1445,1120
1395,1090
1305,1110
1355,1065
1245,1090
1320,1025
1125,1110
1125,1185
1070,1225
1005,1185
1060,1160
975,1135
1040,1090
975,1060
975,980
1035,1019
1090,1040
1170,1055
1240,1010
1290,969
1235,965
1185,1000
1115,980
1065,955
1010,925
1075,900
1110,930
1170,940
1215,910
1285,905
1245,869
1195,825
1170,885
1130,850
1155,795
1290,850
1325,805
1265,795
1210,760
1165,735
1220,700
1180,665
1265,730
1320,755
1365,775
1435,755
1380,730
1335,685
1270,670
1245,625
1320,585
1365,625
1410,675
1470,690
1500,750
1585,730
1535,705
1510,635
1445,630
1475,575
1395,580
1550,590
1580,640
1605,685
1655,710
1670,650
1625,610
1705,625
1585,1155
1590,1210
1630,1165
1655,1205
1650,1260
1675,1310
1750,1300
1714,1265
1710,1210
1689,1170
1739,1165
1755,1210
1775,1265
1830,1275
1825,1225
1800,1195
1785,1150
1830,1165
1860,1200
1885,1245
1910,1180
1885,1145
1850,1115
1895,1080
1930,1115
1939,1070
1925,1035
1989,1060
1964,1015
1945,975
1989,944
2030,1005
2065,1035
2125,1010
2090,990
2165,965
2115,935
2050,940
1950,919
1995,885
2065,880
2120,869
2190,885
2175,825
2165,780
2105,800
2030,819
1939,869
1960,805
1895,810
2000,760
2055,755
2125,725
2085,685
2025,705
1955,705
1905,745
1835,760
1785,730
1830,710
1895,685
1960,625
2014,645
1880,625
1835,655
1764,655
1725,690
1795,620
1745,985
1720,925
1700,960
1700,1005
1645,1010
1650,980
1660,944
1660,905
1590,900
1605,935
1605,965
1585,994
1535,990
1560,944
1530,915
1510,955
